Proj ID,Status,Title,RDC,Start Year,End Year,PI,Abstract,No. Datasets,DataName1,DataCode1,DataName2,DataCode2,DataName3,DataCode3,DataName4,DataCode4,DataName5,DataCode5,DataName6,DataCode6,DataName7,DataCode7,DataName8,DataCode8,DataName9,DataCode9,DataName10,DataCode10,DataName11,DataCode11,DataName12,DataCode12,DataName13,DataCode13,DataName14,DataCode14,DataName15,DataCode15,DataName16,DataCode16,DataName17,DataCode17,DataName18,DataCode18,DataName19,DataCode19,DataName20,DataCode20,DataName21,DataCode21,DataName22,DataCode22,DataName23,DataCode23,DataName24,DataCode24,DataName25,DataCode25,DataName26,DataCode26,DataName27,DataCode27,DataName28,DataCode28,DataName29,DataCode29,DataName30,DataCode30,DataName31,DataCode31,DataName32,DataCode32,DataName33,DataCode33,DataName34,DataCode34,DataName35,DataCode35,DataName36,DataCode36,DataName37,DataCode37,DataName38,DataCode38,DataName39,DataCode39,DataName40,DataCode40,DataName41,DataCode41,DataName42,DataCode42,DataName43,DataCode43,DataName44,DataCode44,DataName45,DataCode45,DataName46,DataCode46,DataName47,DataCode47,DataName48,DataCode48,DataName49,DataCode49,DataName50,DataCode50,DataName51,DataCode51,DataName52,DataCode52,DataName53,DataCode53,DataName54,DataCode54,DataName55,DataCode55,DataName56,DataCode56,DataName57,DataCode57,DataName58,DataCode58,No. Researchers,Researcher1,Researcher2,Researcher3,Researcher4,Researcher5,Researcher6,Researcher7,Researcher8,Researcher9,Researcher10,Researcher11,Researcher12,Researcher13,Researcher14,Researcher15,Researcher16,Researcher17,Researcher18,Researcher19,Researcher20,Researcher21,Researcher22,Researcher23,Researcher24,Researcher25,Researcher26,Researcher27,Researcher28,Researcher29,Researcher30,Researcher31,Researcher32,Researcher33,Researcher34
29,Completed,How many melting pots?,UCLA,2002,2003.0,Vincent K Fu,"I propose to examine intermarriage among members of racial and ethnic minority groups.  Virtually no studies examine intermarriage between groups such as Mexican Americans and Japanese Americans.  Because these types of marriages are relatively rare, the 5 percent PUMS of the 1990 Decennial Census does not contain enough of many of these types of marriages to support a careful analysis.  Knowledge about the patterns that these types of marriages follow is important to theories about the integration of immigrant and minority groups in US society. ",1,Decennial Census,CEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Vincent K Fu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Completed,Evaluation of New Service Firm Entries in the SSEL and Analysis of Regional Differences in their Entry Rates,Washington,2001,2002.0,Catherine Armington,"This project will examine service sector data, focusing on new firm entries. Evaluate the completeness and apparent accuracy (partially judged by consistency over time) of initial industry and geographic coding from the SSEL.  It will analyze survival patterns of single-employee new firms versus multi-employee new firms.  It will also analyze probable predecessors of apparent large new firms, especially those in the rapidly growing employee-leasing business. Extract data on credible new service firms and their older competitors, for each year from 1990 to 1997, for each of 394 Labor Market Areas, and aggregate into 6-8 subsectors, based on their primary market.  Distinguishing seasoned startups (surviving at least 3 years) from failed startups, estimate models (using publicly available socioeconomic data) to help explain regional differences in startup rates, survival rates, and employment growth rates.",1,Standard Statistical Establishment Listing,SSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Completed,"""Marrying Out"" and Fitting In: Interracial Households, Residential Segregation and the Identity of Multiracial Children",UCLA,2001,2004.0,John Mark Ellis,"We propose a three-year study of the residential choices of interracial partners to expand our understanding, empirically and theoretically, of multiraciality and interracial partnerships in American metropolitan areas. The basic questions we intend to address are as follows: Do interracial families live in segregated neighborhoods? Do they live in neighborhoods dominated by a particular race/ethnic group? Does this depend on the race of the male partner or the female partner? Do the social class positions of the partners affect the couple’s residential choices? These initial steps in the investigation of the residential geography of interracial households set the stage for us to address a set of derivative questions associated with the permanence of ethnic and racial boundaries. In particular, what are the implications of the geography of residential choice for the childbearing decisions and the racial/ethnic identity of children of interracial couples? To answer these questions we will make use of two data sets. The first contains detailed individual level information from a special version of the 1990 Census of Population and Housing. These data provide a one in six sample of individuals that permits us to study the residential location of interracial couples at the scale of the census tract. Simply stated, these data allow us analyze the residential location of interracial couples with previously unavailable geographical detail. The second data set is mortgage application information from the Home Mortgage Disclosure Act. These data record the race of single and joint applicants for home mortgages and the tract location of the property for which the loan is sought. We intend to merge these data for a number of years in the 1990s to analyze the residential preferences of interracial couples. The analysis will benefit the bureau in four ways: improvements in ethnic and racial imputation procedures; checking the validity of decennial data on interracial couples against an alternative federal data source; identifying tracts which should have high rates of multiracial reporting on Census 2000; and improving ethnic and racial population projections through better understanding of ethnic and racial identity formation of children of interracial couples.",1,Decennial Census,CEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,John Mark Ellis,Steven R Holloway,Margaret Hudson,Richard A Wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Completed,STUDIES TO ASSESS THE QUALITY AND IMPROVE THE RESULTS OF THE MEDICAL EXPENDITURE PANEL SURVEY-INSURANCE COMPONENT,Washington,2000,2001.0,John P Sommers,"The project is meant to analyze output from the Medical Expenditure Panel Survey-Insurance Component (MEPS-IC) in  order to improve data collected, develop and test new editing and imputation techniques, improve sample design and  improve the number and quality of estimates produced.  The work is to performed by statisticians from the Agency for Healthcare Research and Quality in order to apply its subject matter and technical expertise to improvement of the results from the MEPS-IC.",1,Medical Expenditure Panel Survey - Insurance Component: AHRQ Version,AHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Completed,Can the Location of Labor Intensive Manufacturing Account for the Employment of Foreign-Born Workers in the US?,Berkeley,2001,2001.0,Ethan G Lewis,"Establishment data from 1972-1997 Censuses of Manufacturers/ Annual Surveys of Manufacturers merged with worker information from 1970-90 Censuses of Population and 1995-99 March Current Population Surveys will be used to test whether manufacturing locates in high immigration areas, as trade theory predicts.  A cross-city regression of a labor/capital ratio-weighted sum of net capital investments per capita on immigrant inflows per capita measures new manufacturing employment created per immigrant arrival. Knowing how responsive manufacturing is to labor flows informs the debate over whether immigration lowers wages, and enhances understanding of manufacturing establishments locational decisions.",2,Annual Survey of Manufactures,ASM,Census of Manufactures,CMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Completed,"Covering Kids: Evaluating Efforts to the Reduce the Number of Uninsured Children, Evidence from CHIP",UCLA,2001,2001.0,Anna Aizer,"Concern over the nearly ten million American children who lack health insurance prompted Congress to create the Child Health Insurance Program (CHIP) as part of the 1997 Balanced Budget Amendment.  CHIP greatly expands the number of low-income children eligible for publicly subsidized health insurance.  However, as prior experience with Medicaid (the public health insurance for poor mothers and children) has shown, eligibility does not necessarily ensure enrollment: an estimated 4.7 million children potentially eligible for Medicaid failed to enroll in 1997 (Selden, Banthin and Cohen, 1998).  In response, federal officials have mandated as part of CHIP that states develop specific strategies to overcome enrollment barriers faced by low-income populations in order to increase the proportion of children with health insurance.   Because each state has developed its own strategy for encouraging low income families to insure their children as part of the program, CHIP provides a unique opportunity to evaluate the effectiveness of different outreach strategies and program characteristics on enrollment in the program. 
I propose to evaluate state outreach efforts and program structure on the decision of low-income families to insure their children through private or public insurance programs, using the March Current Population Survey (CPS) annual demographic surveys for 1997-2000 and the Survey of Income and Program Participation (SIPP) 1996 cohort.  However, it is necessary to consider additional environmental factors (i.e. the price of medical care, physician supply and cost of providing health insurance in a particular area, as well as other labor market characteristics) that will affect family access to and choice of health insurance. These factors vary widely across and within states and therefore must be measured at the local or county level.  These factors cannot be controlled for using publicly-available CPS and SIPP data that excludes county identifiers for more than half the sample.",1,Current Population Survey March Supplement,CPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Anna Aizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Completed,Efficiency of Internal Capital Markets,Boston,2002,2002.0,Antoinette Schoar,"The aim of the proposed research project is to study the workings of internal capital markets. These are of primary importance in the capital allocation process in most developed economies, where a large fraction of investment decisions are made within big corporations. On average 60-80% of any new investment in the U.S. was financed through internal capital markets. Evidently, huge amounts of funds are not allocated via market prices in external capital markets, but through allocation mechanisms within the corporate hierarchy play a major role. However, we have only very limited understanding about what determines capital allocations within companies. One area where this problem manifests itself most prominently is corporate diversification. The two most prominent ideas are that internal capital markets either lead to 'winner-picking' of segments with good investment opportunities or inefficient cross-subsidization of under-performing segments. Using plant level data on investment, we plan to analyze the workings of internal capital markets in diversified firms. The structure of the LRD data provides a unique possibility to identify investment opportunities at the individual plant level. It allows us to form several different measures of investment opportunities to study how plant and segment level capital expenditures respond to changes in these measures. Because of the unique structure of the LRD, we will be able to differentiate between investments that are made at the individual plant level and investments that involve the decision to acquire or divest a whole plant or segment. The latter are normally decided at higher levels in the firm's hierarchy. The possibility to break down investment projects this way will allow us back out whether there exists a difference in the efficiency of projects that are decided at different levels in the organizational structure. Since the LRD itself does not provide information about which plants belong to a segment, we want to match COMPUSTAT Segment data to the LRD using a crosswalk developed by a researcher. Using plant level information from the LRD will be crucial to the proposed tests in this project. First, information form the LRD will allow us to analyze more precisely the extent and direction of capital flows across segments or plants. Since publicly available information from COMPUSTAT segment information files are prone to distortions due to managerial discretion and accounting requirements, the LRD gives a much more accurate picture of the different industries and lines of business a firm operates in. This will enable us to construct much more adequate measures of the investment opportunity set at the industry level than it is possible with publicly available data. Second, a main advantage lies with the fact that the LRD allows us to distinguish investments that are made at the individual plant level from those that are decisions to buy new plants or segments. This differentiation is possible due to the unique structure of the LRD, which surveys firms at the plant level.",2,Annual Survey of Manufactures,ASM,Census of Manufactures,CMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Sendhil Mullainathan,Antoinette Schoar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Completed,Disaggregated Impacts of Highway Infrastructure on Regional Investment and Productivity,Washington,2002,2002.0,David Burress,"We propose a study of the impact of highways on productivity and investment based on Census micro data. The study will produce state-level policy-relevant estimates of economic development benefits of highways, will help to resolve and reconcile some of the conflicting results in the literature, and will provide impact estimates with more geographic detail than currently available. In particular:
* We will use Census micro data on manufacturing establishments to estimate productivity effects in cross section or cross-section-time series framework. Previous studies have pointed out the extreme sensitivity of productivity estimates to the choice of time-series assumptions; the micro data approach may allow us to improve upon their estimates. 
* We will also use the micro data to estimate the determinants of investment location. We will develop a nested multinomial logit model within which cost-minimizing firms choose a location for investment based on input prices at the location, transportation costs, and other location-specific factors.",2,Annual Survey of Manufactures,ASM,Census of Manufactures,CMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Completed,Evaluating the Costs to Firms of the Toxics Release Inventory,Boston,2001,2004.0,Linda T Bui,"The Toxics Release Inventory (TRI) is part of the Community Right to Know legislation that was passed by Congress in 1986.  The TRI requires manufacturing plants to publicly report their toxic releases to the community.   Since the TRI started, reported releases have declined by more than 40%.  One difficulty in evaluating the effectiveness of TRI regulation is determining what, if anything, firms have done in response to this ""informal"" regulation.  This difficulty is compounded by the fact that (1) there are no records of toxic releases that pre-date the TRI which can be used to provide information on firm behavior prior to the regulation and (2) TRI data are self-reported by firms. We propose to focus on plant level behavior to determine how plants have responded to the TRI regulation.  In particular, we will determine whether the reductions in TRI releases are related to reductions induced by the formal regulation of other pollutants, such as the criteria air pollutants, by looking at the relationship between TRI reductions and PACE expenditures.  I also plan to investigate whether changes in plant behavior induced by TRI regulation had productivity consequences.   If TRI reductions are related to more formal regulation of other pollutants then PACE expenditures over-estimate the true costs of those regulations because they do not take into account the positive externality associated with reductions in toxic releases.  Anecdotal evidence suggests that this maybe the case.  This would also suggest that TRI regulation is being given too much credit for reductions in toxic emissions.  Furthermore, if TRI regulations caused firms to change their production processes or inputs in a fashion that changed their productivity, the costs of this regulation may differ significantly from their ""gross"" costs.  Previous research on petroleum refineries and the cost of compliance in the South Coast Air Basin suggest that there may be important productivity gains associated with environmental regulation.  Both the true costs of the TRI and the ability to use PACE data to estimate those costs cannot be determined until these questions are answered.",4,Annual Survey of Manufactures,ASM,Census of Manufactures,CMF,Survey of Pollution Abatement Costs and Expenditures,PAC,Standard Statistical Establishment Listing,SSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Linda T Bui,Martino Destefano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Completed,"Explaining Home Bias in Consumption: Production Location, Magnification, and Hysteresis",Washington,2001,2001.0,Russell Hillberry,"Empirical studies of interregional trade in North America have found that trade within national borders exceeds trade across national borders by a factor of twenty.  This study proposes and tests explanations for why trade appears to be so dramatically reduced by national borders.  The chief hypothesis is that firms' location decisions endogenously create ""home bias"" in trade flows.  Additional implications of the model include magnification (measured border costs dramatically overstate true costs), hysteresis (measured border effects persist after actual costs drop to zero) and internal border effects (shipping patterns within a country exhibit discontinuities that mimic costs).  The paper suggests theoretical improvements on the standard ""gravity"" model of trade, and proposes empirical tests that can be used to assess the model, relative to the gravity model. We will use the Commodity Flow data to analyze two broad implications of this model.  One, are composition effects, ignored in the previous literature, critical for understanding measured border effects? Two, are the co-location decisions of intermediate and final goods producers the source of the composition effects?",3,Commodity Flow Survey,CFS,Census of Manufactures,CMF,Census of Mining,CMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Russell Hillberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Completed,Evaluating and Enhancing the MEPS-IC as a Source of Policy Relevant Estimates,Washington,2001,2002.0,Jessica P Vistnes,"The Medical Expenditure Panel Survey (MEPS) - Insurance Component (IC) conducted by the United States Census Bureau is a key economic survey that provides important information on employer sponsored health insurance for the nation. Published results from this survey are used by the Bureau of Economic Analyses as a key input to health care costs in Gross Domestic Product. Results are also used by numerous other government agencies, including, the General Accounting Office and Treasury to support Congressional requests and assess the status and costs of employer health insurance. States also use the data as key input into their economic analyses. As a key user and sponsor of this survey, the Agency for Healthcare Quality and Research (AHRQ) wishes to increase the quality and utility of this Census data. Because of the principal investigators’ unique knowledge of employer-sponsored health insurance and their econometric and statistical expertise, they have already contributed extensively to the technical aspects of the survey and to improvements in the quality of the IC data and its uses. This project should contribute to this effort to improve the survey. Among the goals of this research are the following:
• Produce estimates related to the supply and demand of employer-sponsored health insurance.
• Develop new and improved methodologies for producing such population estimates.
• Develop an understanding of the quality of data collected, through analysis of response rates, item response rates and data collection results, in order to produce changes in questionnaire structure and collection methodology that will improve collected data.
• Identify shortcomings of the questionnaire to obtain the information necessary to produce reliable population estimates related to employer-sponsored health insurance.",1,Medical Expenditure Panel Survey - Insurance Component,MEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Philip F Cooper,Kosali I Simon,Jessica P Vistnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Completed,Using the Economic Census to Study the Arts Sector,Washington,2001,2002.0,Thomas H Pollak,"The purposes of the project are, first and foremost, to compare the Unified Database of Arts Organizations with the Economic Census database in order to assess the strengths and weaknesses of the two databases for research on arts organizations and establishments, and, second, to study changes in the distribution and finances of the arts sector. The comparison of the two databases will focus on three questions:  the extent to which the two databases capture the full population of arts organizations, the quality of the NAICS and Unified Database classifications, and the quality of the financial data. ",1,Census of Services,CSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Completed,Using Matched Employer-Employee Data to Examine Labor Market Dynamics and the Quality of SIPP/CPS Data,UCLA,2003,2007.0,Andrew K Hildreth,"This proposal describes a project that will examine the accuracy of measurement of dynamic labor market behavior in the Survey of Income and Program Participation (SIPP). The key feature of the project is the use of longitudinal records from the Unemployment Insurance (UI) system and the MEDS (Medicaid Eligibility Database System) of the State of California to provide accurate information on welfare, employment, unemployment, and earnings outcomes of individuals in the Census surveys. The project will link individual records from California residents in the SIPP with UI base wage records and records from the state’s MEDS file, and use the combined data set to address a series of questions related to the welfare-to-work transition of former welfare recipients. The combined data set will also be used to examine the divergence in measures of employment and earnings derived from household surveys compared to the known events contained in administrative files. Recent initiatives at the federal level, and subsequent state welfare legislation, have focused renewed attention on the ability of existing Census survey data to track trends in program participation and measure changes in welfare-to-work. Further, at a time when the State of California has grown faster, but started at a later date than other states, there are questions over the stability of jobs that individuals leaving welfare might receive. The proposed research seeks to address a number of issues in examining economic problems relating to welfare-to-work and the construction of matched employer employee data. As well as providing evidence on important questions, there will be substantial scientific contributions from the work (that enhance and identify shortcomings in Census Chapter13, Title 5 data programs). The scientific questions to be addressed concern the representative quality of the matched data once it has been formed and a means to address issues in the Census data such as measurement error and attrition bias. This work builds the research in earlier work conducted at the CCRDC. The main purpose of this work is to use data that has already been linked by the Linked Employer Household Dynamics (LEHD) project to combine this SIPP-UI linked data with another administrative data source to examine how various models perform using matched data. As part of our method, we are performing quality checks on Census data that are outside the LEHD task list and complement their data program, and the mission of the Census as a whole.",2,Medicaid Eligibility Database System - California,MED,Unemployment Insurance-Base Wage File -- California,UIW-CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Matthew E Cox,Andrew K Hildreth,Naomi Hsu,Jonathan E Schwartz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
